year,title,gross
2009,Capitalism: A Love Story,"$14,363,397"
2009,Frost/Nixon,"$14,252,811"
2009,Amelia,"$14,207,978"
2009,Cirque du Freak: The Vampire's Assistant,"$13,869,515"
2009,Crank: High Voltage,"$13,684,249"
2009,Whip It,"$13,043,363"
2009,The Hurt Locker,"$12,671,105"
2009,12 Rounds,"$12,234,694"
2009,The Day the Earth Stood Still,"$12,080,133"
2009,Sunshine Cleaning,"$12,062,558"
2009,Sorority Row,"$11,965,282"
2009,Extract,"$10,823,158"
2009,Not Easily Broken,"$10,572,742"
2009,Pandorum,"$10,330,853"
2009,Whiteout,"$10,274,617"
2009,Next Day Air,"$10,027,047"
2009,Nine,"$9,844,753"
2009,The Boondock Saints II: All Saints Day,"$9,839,784"
2009,Away We Go,"$9,451,946"
2009,Dragonball: Evolution,"$9,362,785"
2009,Everybody's Fine,"$9,208,876"
2009,A Serious Man,"$9,098,436"
2009,Street Fighter: The Legend of Chun-Li,"$8,742,261"
2009,Bolt,"$8,673,100"
2009,My Life in Ruins,"$8,665,206"
2009,Pirate Radio,"$7,949,556"
2009,The Collector,"$7,712,114"
2009,An Education,"$7,611,690"
2009,Taking Woodstock,"$7,460,204"
2009,The Spirit,"$6,738,782"
2009,Post Grad,"$6,380,019"
2009,The Road,"$6,315,678"
2009,Four Christmases,"$6,009,738"
2009,Coco Before Chanel,"$5,977,223"
2009,Whatever Works,"$5,306,706"
2009,Bandslam,"$5,210,988"
2009,Moon,"$5,010,163"
2009,Miss March,"$4,543,320"
2009,Magnificent Desolation: Walking on the Moon,"$4,468,568"
2009,Bright Star,"$4,444,637"
2009,Australia,"$4,418,394"
2009,"Food, Inc.","$4,417,674"
2009,Madagascar: Escape 2 Africa,"$4,323,016"
2009,Good Hair,"$4,144,599"
2009,The September Issue,"$3,815,372"
2009,The Class,"$3,607,666"
2009,The Brothers Bloom,"$3,531,756"
2009,Space Station 3D,"$3,273,055"
2009,3 Idiots,"$3,264,664"
2009,Two Lovers,"$3,149,034"
2009,Quantum of Solace,"$3,109,625"
2009,Chéri,"$2,715,657"
2009,Rachel Getting Married,"$2,692,542"
2009,Easy Virtue,"$2,656,784"
2009,Sin Nombre,"$2,536,665"
2009,My One and Only,"$2,479,538"
2009,Love Aaj Kal,"$2,430,083"
2009,The Dark Knight,"$2,420,432"
2009,In the Loop,"$2,388,804"
2009,Sea Monsters: A Prehistoric Adventure,"$2,372,748"
2009,Adam,"$2,277,396"
2010,Avatar,"$466,141,929"
2010,Toy Story 3,"$415,004,880"
2010,Alice in Wonderland,"$334,191,110"
2010,Iron Man 2,"$312,433,331"
2010,The Twilight Saga: Eclipse,"$300,531,751"
2010,Inception,"$292,558,188"
2010,Harry Potter and the Deathly Hallows: Part 1,"$280,230,127"
2010,Despicable Me,"$251,083,040"
2010,Shrek Forever After,"$238,736,787"
2010,How to Train Your Dragon,"$217,581,231"
2010,The Karate Kid,"$176,591,618"
2010,Clash of the Titans,"$163,214,888"
2010,Grown Ups,"$162,001,186"
2010,Tangled,"$161,284,390"
2010,Megamind,"$143,767,792"
2010,The Last Airbender,"$131,772,187"
2010,Shutter Island,"$128,012,934"
2010,The Other Guys,"$119,219,978"
2010,Salt,"$118,311,368"
2010,Tron: Legacy,"$117,540,071"
2010,Jackass 3D,"$117,052,883"
2010,Valentine's Day,"$110,485,654"
2010,Sherlock Holmes,"$106,925,723"
2010,Robin Hood,"$105,269,730"
2010,The Expendables,"$103,068,524"
2010,Due Date,"$98,935,039"
2010,Alvin and the Chipmunks: The Squeakquel,"$98,887,330"
2010,Date Night,"$98,711,404"
2010,Sex and the City 2,"$95,347,692"
2010,The Book of Eli,"$94,835,059"
2010,The Social Network,"$92,876,282"
2010,The Town,"$92,155,037"
2010,Prince of Persia: The Sands of Time,"$90,759,676"
2010,RED,"$89,296,297"
2010,Percy Jackson & the Olympians: The Lightning Thief,"$88,768,303"
2010,Paranormal Activity 2,"$84,612,342"
2010,Little Fockers,"$84,557,425"
2010,Eat Pray Love,"$80,574,010"
2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,"$80,066,097"
2010,Dear John,"$80,014,842"
2010,Unstoppable,"$79,104,757"
2010,The A-Team,"$77,222,099"
2010,Knight and DayOriginal Release,"$76,423,035"
2010,Dinner for Schmucks,"$73,026,337"
2010,It's Complicated,"$72,359,500"
2010,True Grit,"$70,420,123"
2010,The Bounty Hunter,"$67,061,228"
2010,Diary of a Wimpy Kid,"$64,003,625"
2010,The Sorcerer's Apprentice,"$63,150,991"
2010,A Nightmare on Elm Street,"$63,075,011"
2010,The Last Song,"$62,950,384"
2010,The Wolfman,"$61,979,680"
2010,Get Him to the Greek,"$60,974,475"
2010,Resident Evil: Afterlife,"$60,128,566"
2010,Why Did I Get Married Too?,"$60,095,852"
2010,Tooth Fairy,"$60,022,256"
2010,The Blind Side,"$59,396,157"
2010,Secretariat,"$58,876,848"
2010,Easy A,"$58,401,464"
2010,Takers,"$57,744,720"
2010,Yogi Bear,"$57,418,550"
2010,Legend of the Guardians: The Owls of Ga'Hoole,"$55,486,413"
2010,Letters to Juliet,"$53,032,453"
2010,Life as We Know It,"$52,727,343"
2010,Wall Street: Money Never Sleeps,"$52,474,616"
2010,Predators,"$52,000,688"
2010,Hot Tub Time Machine,"$50,287,556"
2010,Up in the Air,"$50,168,168"
2010,The Tourist,"$49,966,965"
2010,Kick-Ass,"$48,071,303"
2010,Killers,"$47,059,963"
2010,Cop Out,"$44,875,481"
2010,Saw 3D,"$44,010,178"
2010,The Lovely Bones,"$43,795,809"
2010,Cats & Dogs: The Revenge of Kitty Galore,"$43,585,753"
2010,Edge of Darkness,"$43,313,890"
2010,Death at a Funeral,"$42,739,347"
2010,Step Up 3D,"$42,400,223"
2010,The Last Exorcism,"$41,034,350"
2010,Black Swan,"$40,866,343"
2010,Legion,"$40,168,080"
2010,The Crazies,"$39,123,589"
2010,The Fighter,"$39,041,794"
2010,Crazy Heart,"$38,983,106"
2010,For Colored Girls,"$37,669,584"
2010,The Back-up Plan,"$37,490,007"
2010,Burlesque,"$37,403,047"
2010,Vampires Suck,"$36,661,504"
2010,The American,"$35,606,376"
2010,Green Zone,"$35,053,660"
2010,Marmaduke,"$33,644,788"
2010,Devil,"$33,601,190"
2010,Hereafter,"$32,684,455"
2010,When in Rome,"$32,680,633"
2010,She's Out of My League,"$32,010,860"
2010,Scott Pilgrim vs. the World,"$31,524,275"
2010,Charlie St. Cloud,"$31,162,545"
2010,Love & Other Drugs,"$31,099,481"
2010,Morning Glory,"$30,727,814"
2010,Daybreakers,"$30,101,577"
2010,Nanny McPhee and the Big Bang,"$29,011,215"
2010,The Princess and the Frog,"$28,365,871"
2010,The Switch,"$27,779,426"
2010,Brooklyn's Finest,"$27,163,593"
2010,Machete,"$26,593,646"
2010,Ramona and Beezus,"$26,167,002"
2010,Leap Year,"$25,918,920"
2010,You Again,"$25,702,053"
2010,Alpha and Omega,"$25,107,267"
2010,Piranha 3D,"$25,003,155"
2010,Lottery Ticket,"$24,719,879"
2010,The Spy Next Door,"$24,307,086"
2010,From Paris with Love,"$24,077,427"
2010,The Losers,"$23,591,432"
2010,Faster,"$22,799,866"
2010,How Do You Know,"$21,808,891"
2010,Just Wright,"$21,540,363"
2010,Skyline,"$21,394,120"
2010,Gulliver's Travels,"$21,121,717"
2010,The Next Three Days,"$21,102,239"
2010,The Kids Are All Right,"$20,811,365"
2010,Our Family Wedding,"$20,255,281"
2010,Hubble 3D,"$20,069,368"
2010,Oceans,"$19,422,319"
2010,Remember Me,"$19,068,240"
2010,Going the Distance,"$17,804,299"
2010,The King's Speech,"$17,674,034"
2010,Furry Vengeance,"$17,630,465"
2010,Splice2010 Re-release,"$17,010,170"
2010,The Ghost Writer,"$15,541,549"
2010,Youth in Revolt,"$15,281,286"
2010,My Soul to Take,"$14,744,435"
2010,Repo Men,"$13,794,835"
2010,Case 39,"$13,261,851"
2010,Let Me In,"$12,134,935"
2010,The Twilight Saga: New Moon,"$12,111,242"
2010,Extraordinary Measures,"$12,068,313"
2010,Invictus,"$10,814,231"
2010,Avatar2010 Special Edition,"$10,741,486"
2010,Jonah Hex,"$10,547,117"
2010,127 Hours,"$10,203,228"
2010,The Girl with the Dragon Tattoo,"$10,092,799"
2010,Nine,"$9,832,212"
2010,Did You Hear About the Morgans?,"$9,200,041"
2010,Get Low,"$9,110,406"
2010,Fair Game,"$9,048,389"
2010,The Young Victoria,"$9,031,882"
2010,MacGruber,"$8,525,600"
2010,A Single Man,"$7,931,309"
2010,The Girl Who Played with Fire,"$7,635,737"
2010,Cyrus,"$7,468,936"
2010,Babies,"$7,320,323"
2010,The Imaginarium of Doctor Parnassus,"$7,028,622"
2010,Conviction2010 Re-release,"$6,783,129"
2010,City Island,"$6,671,036"
2010,The Last Station,"$6,617,867"
2010,Waiting for Superman,"$6,417,135"
2010,The Secret in Their Eyes,"$6,391,436"
2010,It's Kind of a Funny Story,"$6,363,628"
2010,Winter's Bone,"$6,243,745"
2010,Under the Sea 3D,"$5,894,782"
2010,The Warrior's Way,"$5,559,395"
2010,I Am Love,"$5,005,465"
2010,Precious,"$4,998,535"
2010,The Girl Who Kicked the Hornet's Nest,"$4,990,497"
2010,An Education,"$4,963,224"
2010,Mao's Last Dancer,"$4,817,770"
2010,Solitary Man,"$4,360,548"
2010,Greenberg,"$4,234,170"
2010,Please Give,"$4,033,574"
2010,My Name Is Khan,"$4,018,771"
2010,To Save a Life,"$3,777,210"
2010,2012,"$3,763,166"
2010,The Runaways,"$3,573,673"
2010,Broken Embraces,"$3,431,551"
2010,Inside Job,"$3,409,430"
2010,Lebanon,"$3,368,088"
2010,Exit Through the Gift Shop,"$3,291,250"
2010,3 Idiots,"$3,268,210"
2010,Catfish,"$3,237,343"
2010,You Will Meet a Tall Dark Stranger,"$3,225,989"
2010,Chloe,"$3,075,255"
2010,Old Dogs,"$2,963,487"
2010,Joan Rivers: A Piece of Work,"$2,930,687"
2010,Letters to God,"$2,848,578"
2010,Planet 51,"$2,783,781"
2010,The Hurt Locker,"$2,705,895"
2010,N-Secure,"$2,595,644"
2010,Magnificent Desolation: Walking on the Moon,"$2,512,796"
2010,Never Let Me Go,"$2,434,652"
2010,Twilight/New MoonDouble Bill,"$2,385,237"
2010,Fantastic Mr. Fox,"$2,358,363"
2010,Brothers,"$2,321,378"
2010,The White Ribbon,"$2,222,862"
2010,A Prophet,"$2,087,720"
2010,Tamara Drewe,"$1,907,257"
2010,Harry Brown,"$1,818,681"
2010,Stone,"$1,810,078"
2010,The Road,"$1,798,592"
2010,Flipped,"$1,755,212"
